id,title,tags
43949,Flipped,shyness basedonnovel unrequitedlove neighbor familyrelationships firstcrush younglove oppositesattract adolescentboy basedonyoungadultnovel madelinecarroll callanmcauliffe rebeccademornay romance drama robreiner
142,Brokeback Mountain,gay countryside homophobia lossoflover wyoming rodeo fathermurder horsebackriding intolerance daughter marriagecrisis secretlove cowboy starcrossedlovers heathledger jakegyllenhaal randyquaid drama romance anglee
9603,Clueless,puberty highschool makeamatch spoiledchild gayinterest conflict womandirector aliciasilverstone staceydash brittanymurphy comedy drama romance amyheckerling
10712,Far from Heaven,blackpeople wifehusbandrelationship botanist homosexuality juliannemoore dennisquaid dennishaysbert drama romance toddhaynes
243938,Hot Tub Time Machine 2,timetravel sequel hottub duringcreditsstinger robcorddry craigrobinson clarkduke comedy stevepink
10876,Quills,asylum frenchrevolution french smuggling maid geoffreyrush katewinslet joaquinphoenix drama philipkaufman
86838,Seven Psychopaths,suicide alcohol sex screenwriter underworld fight kidnapping party murder scam losangeles gangster explosion criminal shihtzu struggling colinfarrell samrockwell woodyharrelson comedy crime martinmcdonagh
25208,The Caveman's Valentine,womandirector samuell.jackson colmfeore annmagnuson drama mystery thriller kasilemmons
613,Downfall,berlin poison dictator clerk ideology worldwarii traitor despair destroy testament capitulation soviettroops racepolitics nationalsocialism adolfhitler ultimatevictory minister nationalsocialistparty dyinganddeath historicalfigure germanshepherd brunoganz alexandramarialara corinnaharfouch drama history war oliverhirschbiegel
1913,The Sea Inside,brotherbrotherrelationship paraplegic intensivecare ladykiller wheelchair dyinganddeath biography galicia bathingaccident freedom romance lawyer sailor euthanasia dignity javierbardem belénrueda loladueñas drama alejandroamenábar
97370,Under the Skin,malenudity scotland edinburgh alien verylittledialogue scarlettjohansson kryštofhádek paulbrannigan thriller sciencefiction drama jonathanglazer
801,"Good Morning, Vietnam",rockandroll radiostation warcrimes entertainer explosive cynic radio vietnamwar vietcong gi u.s.airforce dyinganddeath radiopresenter humor saigon provocation rightandjustice robinwilliams forestwhitaker tungthanhtran comedy drama war barrylevinson
70829,The Last Godfather,harveykeitel jasonmewes blakeclark action comedy thriller shimhyung-rae
54518,Justin Bieber: Never Say Never,manager canada popsinger star prayer musiccompetition tourbus aftercreditsstinger duringcreditsstinger justinbieber justinbieber mileycyrus usherraymond documentary music family jonm.chu
44214,Black Swan,dancing competition sex dancer obsession paranoia insanity suspense ballet newyorkcity heartbreak mentalillness madness swanlake ballerina bodyhorror natalieportman milakunis vincentcassel drama thriller darrenaronofsky
240,The Godfather: Part II,italo-american cuba vororte melancholy praise revenge mafia lawyer blood corruptpolitician bloodybodyofchild manpuncheswoman alpacino robertduvall dianekeaton drama crime francisfordcoppola
9816,Save the Last Dance,balletdancer musical ballet juliastiles seanpatrickthomas kerrywashington drama family romance music thomascarter
10131,A Nightmare on Elm Street 4: The Dream Master,martialarts nightmare supernatural highschool resurrection sequel diner alcoholic disfigurement dreams robertenglund tuesdayknight kensagoes horror thriller rennyharlin
339984,Miracles from Heaven,miracle christian cure womandirector accident jennifergarner kylierogers martinhenderson drama patriciariggen
8859,"Dude, Where’s My Car?",dude amnesia idiot auto friendship cannabis hangover spoof teenager drug alcoholabuse celebration car duringcreditsstinger child ashtonkutcher seannwilliamscott kristyswanson comedy dannyleiner
11967,Young Guns,corruption sheriff deputysheriff ranch billythekid outlaw neighbor emilioestevez kiefersutherland loudiamondphillips crime action adventure drama western christophercain
239563,St. Vincent,babysitter friendship neighbor divorce childofdivorce billmurray melissamccarthy naomiwatts comedy theodoremelfi
222899,About Last Night,duringcreditsstinger kevinhart michaelealy reginahall comedy romance stevepink
4951,10 Things I Hate About You,shakespeare sister highschool cannabis deception teenmovie shrew archery feel-goodending oppositesattract duringcreditsstinger teenageromance playadaptation overprotectivefather heathledger juliastiles josephgordon-levitt comedy romance drama giljunger
10985,The New Guy,prison dualidentity identity loser highschool losangeles duringcreditsstinger djqualls elizadushku zooeydeschanel comedy family eddecter
9644,National Lampoon's Loaded Weapon 1,cocaine police spoof losangeles emilioestevez samuell.jackson jonlovitz comedy genequintano
332567,The Shallows,mexico beach surfer island survival youngwoman shark greatwhiteshark trapped animalattack animalhorror prey blakelively óscarjaenada angelojosuelozanocorzo horror drama thriller jaumecollet-serra
1954,The Butterfly Effect,amnesia chaostheory blackout timetravel flashback ashtonkutcher melorawalters amysmart sciencefiction thriller ericbress
15489,Snow Day,chevychase chriselliott jeansmart comedy family chriskoch
15250,This Christmas,drama family familyholiday familyfeud lorettadevine delroylindo idriselba comedy drama prestona.whitmoreii
22345,Baby Geniuses,baby genius toddler babygeniuses kathleenturner christopherlloyd kimcattrall sciencefiction comedy family bobclark
9448,The Big Hit,bungee-jump darkcomedy cigarettesmoking slowmotion videostore subtitledscene kosher stealingacar movieposter nightvisiongoggles suitcasefullofmoney markwahlberg loudiamondphillips christinaapplegate action adventure comedy thriller kirkwong
38223,Harriet the Spy,spy secret nanny notebook binoculars womandirector michelletrachtenberg rosieo'donnell j.smith-cameron comedy drama family bronwenhughes
11186,Child's Play 2,faithlessness puppet killertoys toycomestolife alexvincent jennyagutter gerritgraham drama horror johnlafia
136835,No Good Deed,sadistic hostage sociopath serialkiller blood escapedconvict murderer homeinvasion killer deadly escapedkiller idriselba tarajip.henson lesliebibb crime thriller sammiller
5876,The Mist,fathersonrelationship monster supermarket fight artist fog bible spider survivor faith prayer bloodsplatter gore giantmonster blood anger thunderstorm thomasjane marciagayharden laurieholden sciencefiction horror thriller frankdarabont
264660,Ex Machina,dancing artificialintelligence distrust isolation technology manipulation friendship deception laboratory robot poweroutage surveillancecamera consciousness existentialism lockdown philosophical robothumanrelationship turingtest cybernetics domhnallgleeson aliciavikander oscarisaac drama sciencefiction alexgarland
492,Being John Malkovich,individual transvestism sexualidentity witch identity subconsciousness newidentity pet chimp puppeteer appropriationofanotherhumanbeing externallycontrolledaction marriedcouple brain petshop door secretlove johncusack camerondiaz catherinekeener fantasy drama comedy spikejonze
25462,Two Can Play That Game,vivicaa.fox morrischestnut anthonyanderson comedy romance markbrown
238603,Earth to Echo,alien foundfootage teohalm astro ressehartwig family adventure sciencefiction davegreen
10691,Crazy/Beautiful,lovesickness jealousy parentskidsrelationship loveofone'slife cuttingthecord forbiddenlove kiss crush teenagecrush relationship unhappiness kirstendunst jayhernandez brucedavison drama romance johnstockwell
1251,Letters from Iwo Jima,worldwarii cave dyinganddeath pacifictheater japanesearmy imperialjapan kenwatanabe kazunarininomiya tsuyoshiihara action adventure drama war clinteastwood
5172,The Astronaut Farmer,nasa texas dream fbi bankrupt peasant earth farm insanity rocket life'sdream spinner space independentfilm astronaut family billybobthornton virginiamadsen maxthieriot adventure comedy drama sciencefiction michaelpolish
58680,Woo,"blinddate love manhattan,newyorkcity womandirector jadapinkettsmith tommydavidson duanemartin comedy romance daisyvonscherlermayer"
264644,Room,basedonnovel carpet isolation kidnapping imprisonment grandparents escape hospital dog captive mothersonrelationship shed skylight brielarson jacobtremblay joanallen drama thriller lennyabrahamson
14577,Dirty Work,normmacdonald artielange jackwarden comedy bobsaget
11592,Serial Mom,housewife protection motherlylove evilmother murder independentfilm perfection kathleenturner samwaterston rickilake comedy crime horror thriller johnwaters
16406,Dick,richardnixon watergate thewhitehouse kirstendunst michellewilliams willferrell comedy andrewfleming
19052,Light It Up,usherraymond vanessawilliams forestwhitaker drama thriller craigbolotin
3682,54,newyork sex nightclub money drug disco ryanphillippe salmahayek breckinmeyer music drama markchristopher
9683,Bubble Boy,lovesickness niagarafalls crush youth illness jakegyllenhaal swoosiekurtz marleyshelton adventure comedy drama romance blairhayes
2084,Birthday Girl,femalenudity robbery mailorderbride bankclerk nicolekidman benchaplin vincentcassel comedy crime thriller jezbutterworth
107811,21 & Over,alcohol birthday debauchery milesteller skylarastin justinchon comedy jonlucas
2266,"Paris, je t'aime",paris cityportrait jazz subway newlove immigration nanny tourist womandirector stevebuscemi natalieportman willemdafoe drama romance isabelcoixet
13074,Resurrecting the Champ,sport samuell.jackson joshhartnett alanalda drama rodlurie
144340,Admission,princetonuniversity admissions tinafey paulrudd michaelsheen comedy drama romance paulweitz
48217,The Widow of Saint-Pierre,france island fisherman love revenge murder execution 19thcentury danielauteuil emirkusturica juliettebinoche romance drama patriceleconte
28211,Chloe,toronto lesbian remakeoffrenchfilm suspiciouswife femaledoctor playingpiano juliannemoore liamneeson amandaseyfried drama thriller mystery atomegoyan
47502,Faithful,kitchen femaleprotagonist bathtub weddinganniversary flashback cher chazzpalminteri ryano'neal comedy crime drama paulmazursky
9950,Find Me Guilty,courtcase staatsanwältin familyclan gangster vindiesel alexrocco frankpietrangolare drama action comedy crime sidneylumet
84892,The Perks of Being a Wallflower,shyness secret narration kiss freshman comingofage teenageboy highschoolstudent firstlove auntnephewrelationship gayleadcharacter santahat lgbtteen auntnephewincest basedonyoungadultnovel loganlerman emmawatson ezramiller drama romance stephenchbosky
24227,Excessive Force,police shoulderholster policeshootout shootoutatatrainstation thomasiangriffith lancehenriksen jamesearljones action jonhess
9672,Infamous,killing deathpenalty kansas author murderhunt sigourneyweaver tobyjones gwynethpaltrow drama douglasmcgrath
44853,The Claim,petermullan millajovovich wesbentley drama romance western michaelwinterbottom
157544,The Vatican Tapes,exorcism anti-christ exorcist oliviataylordudley michaelpeña djimonhounsou thriller horror markneveldine
59678,Attack the Block,streetgang fireworks chase meteor playground arrest cannabis moped carsetonfire carcrash alien socialsatire crime race naivechildren nickfrost jodiewhittaker johnboyega action comedy sciencefiction joecornish
79777,In the Land of Blood and Honey,muslim sistersisterrelationship sarajevo bosnianwarof1992-1995 violence unitednations womandirector zanamarjanović gorankostić brankođurić drama romance war angelinajolie
158011,The Call,underground gasstation kidnapping murder suspense serialkiller americanflag multiplestabbings violence persononfire cellphone psycho halleberry abigailbreslin morrischestnut crime thriller bradanderson
407887,Operation Chromite,"korea fictionalizedhistory operation""trudyjackson"" generaldouglasmacarthur operationx-ray incheon leejung-jae liamneeson leebeom-soo history drama war action johnh.lee"
17043,The Crocodile Hunter: Collision Course,crocodile steveirwin terriirwin magdaszubanski family action adventure johnstainton
8952,I Love You Phillip Morris,judge smalltown conman fraud jail whitecollarcriminal jimcarrey ewanmcgregor lesliemann comedy drama romance glennficarra
62204,Quest for Fire,stoneage cavemen prehistoricadventure prehistorictimes prehistoricman everettmcgill ronperlman nicholaskadi adventure drama jean-jacquesannaud
13435,Antwone Fisher,u.s.navy biography derekluke malcolmdavidkelley coryhodges drama romance denzelwashington
17187,The Emperor's Club,kevinkline emilehirsch embethdavidtz drama romance michaelhoffman
319,True Romance,fathersonrelationship filmproducer mexicanstandoff lossoffather cocaine love mafia losangeles drug illegalprostitution gunviolence christianslater patriciaarquette michaelrapaport action thriller crime romance tonyscott
59457,Womb,evagreen mattsmith lesleymanville romance sciencefiction benedekfliegauf
9504,Glengarry Glen Ross,robbery office shop estateagent company contest cowardliness cultfilm realestate pressure neo-noir alpacino jacklemmon alecbaldwin crime drama mystery jamesfoley
37414,The Killer Inside Me,sheriff crimefighter caseyaffleck katehudson jessicaalba crime drama thriller michaelwinterbottom
6217,Cat People,shotgun attack lingerie heldcaptive incest dissection junglecat eroticmovie nastassjakinski malcolmmcdowell johnheard drama fantasy horror thriller paulschrader
26688,Sorority Row,femalenudity graduation serialkiller blood slasher killer horrormovieremade sororityhouse axe rumerwillis brianaevigan jamiechung horror mystery thriller stewarthendler
43867,The Prisoner of Zenda,kidnapping coronation villain kingdom heirtothethrone royalty mistakenidentity king identityswap monarch lookalikes beautifulprincess ronaldcolman madeleinecarroll raymondmassey adventure drama romance johncromwell
6615,Lars and the Real Girl,garage lonewolf dyinganddeath loss delusion puppet doll ryangosling emilymortimer paulschneider comedy romance drama craiggillespie
14574,The Boy in the Striped Pyjamas,nationalism concentrationcamp worldwarii gaschamber nazis concentrationcampprisoner asabutterfield jackscanlon verafarmiga war drama markherman
16,Dancer in the Dark,individual dancing usa robbery factoryworker secret factory smalltown dance blindnessandimpairedvision deathpenalty immigrant eyeoperation eyesight fantasy naivety self-abandonment hereditarydisease lossofeyesight czech dyinganddeath van friendship murder teacher debt execution crime policeofficer björk catherinedeneuve davidmorse drama crime music larsvontrier
39780,Oscar and Lucinda,minister australia inheritance wager womandirector 19thcentury ralphfiennes cateblanchett ciaránhinds drama romance gillianarmstrong
21612,The Funeral,suicide bedroom strike greatdepression tradeunion murder mafia corpse newyorkcity violence stabbing madness 1930s christopherwalken chrispenn annabellasciorra crime drama abelferrara
36691,Solitary Man,infidelity bankrupt loneliness comedy familydrama michaeldouglas dannydevito jesseeisenberg comedy drama romance briankoppelman
23631,Machete,illegalimmigration immigrationlaw machete politician deathofachild hardtokill brutaldeath dannytrejo michellerodriguez jessicaalba action comedy thriller robertrodriguez
45324,Casino Jack,biography duringcreditsstinger kevinspacey kellypreston hannahendicott-douglas crime comedy drama georgehickenlooper
12144,The Land Before Time,vulkan lossofmother tyrannosaurusrex earthquake primitivetime dinosaur gabrieldamon candacehutson judithbarsi animation adventure family donbluth
11658,Tae Guk Gi: The Brotherhood of War,archaeologist koreanwar northkorea southkorea airraid pyre jangdong-gun wonbin leeeun-ju action adventure drama history war kangje-gyu
56601,The Perfect Game,baseball sport basedontruestory familyrelationships cliftoncollinsjr cheechmarin moisésarias drama family williamdear
9552,The Exorcist,exorcism holywater religionandsupernatural vomit christian possession profanity priest ouijaboard satan paranormalphenomena girl demon stronglanguage disturbedchild crisisoffaith sfx lindablair maxvonsydow ellenburstyn drama horror thriller williamfriedkin
578,Jaws,fishing atlanticocean bathing shipwreck policechief ferryboat dyinganddeath dollyzoom shark greatwhiteshark animalhorror royscheider robertshaw richarddreyfuss horror thriller adventure stevenspielberg
2105,American Pie,graduation innocence comingofage teenager highschoolstudent pie teencomedy teenagesexuality exchangestudent sittingonatoilet voyeurism virginity laxative promnight jasonbiggs chrisklein thomasiannicholas comedy romance chrisweitz
126319,Ernest & Celestine,mouse musician friendship prejudice bear anne-marieloop lambertwilson paulinebrunner animation comedy drama family stéphaneaubier
10136,The Golden Child,monk socialworker wretch tibet demon evil missingperson mysticism reluctanthero eddiemurphy charlesdance charlottelewis action adventure comedy michaelritchie
67660,Think Like a Man,advice love relationship ensemblecast duringcreditsstinger turningthetables readingabook africanamericancomedy michaelealy jerryferrara meagangood comedy romance timstory
10611,Barbershop,hairdresser shop neighbor debt meeting hoodlum icecube anthonyanderson cedrictheentertainer comedy drama timstory
154,Star Trek II: The Wrath of Khan,ussenterprise genesis asteroid selfsacrifice midlifecrisis terraforming simulator cadet radiation ussreliant cetialphav genetics spaceopera williamshatner leonardnimoy deforestkelley action adventure sciencefiction thriller nicholasmeyer
3049,Ace Ventura: Pet Detective,dolphin mascot privatedetective pets jimcarrey seanyoung courteneycox comedy mystery tomshadyac
860,WarGames,videogame artificialintelligence fbi coldwar hacker prosecution norad government computer nuclearthreat matthewbroderick dabneycoleman allysheedy thriller sciencefiction johnbadham
9281,Witness,"corruption detective policebrutality amish suspense barnraising lancaster,pa harrisonford kellymcgillis josefsommer crime drama romance thriller peterweir"
75674,Act of Valor,submarine navy scubadiving heroism navyseal pistol secretplot militarylife valor terroristplot navylife nationalsecurity pregnantwife silverstar counterplot duringcreditsstinger roselynsánchez emiliorivera nestorserrano action thriller war mikemccoy
9762,Step Up,dancing newlove dance baltimore artschool womandirector channingtatum jennadewan damaineradcliff music drama romance crime annefletcher
3179,Beavis and Butt-Head Do America,washingtond.c. casino hotel sun television sperm basedontvseries lasvegas swatteam adultanimation roadmovie mikejudge brucewillis demimoore animation comedy mikejudge
184,Jackie Brown,airport underworld armsdeal weapon police drug pamgrier samuell.jackson robertforster comedy crime romance quentintarantino
13335,Harold & Kumar Escape from Guantanamo Bay,terrorist aftercreditsstinger duringcreditsstinger johncho kalpenn neilpatrickharris comedy adventure jonhurwitz
76726,Chronicle,seattle telekinesis friendship loneliness outcast comingofage student teenager superpower foundfootage aftercreditsstinger abuse bittersweet danedehaan alexrussell michaelb.jordan sciencefiction drama thriller joshtrank
10269,Yentl,studies music disguise unhappiness boys'school womandirector barbrastreisand mandypatinkin amyirving music drama romance barbrastreisand
36819,Time Bandits,treasure map magic timetravel titanic cage steampunk minotaur independentfilm goodvsevil tank burglary seanconnery johncleese shelleyduvall family fantasy sciencefiction adventure comedy terrygilliam
17130,Crossroads,dancing women sex karaoke dream popsinger virgin motel graduation kiss friendship highschool roadtrip unfaithfulboyfriend hospital singing teenager girl rebelliousdaughter ontheroad fatherdaughterrelationship chickflick popmusic audition teenagepregnancy motherdaughterestrangement impliedrape womandirector journey songwriting britneyspears zoesaldana tarynmanning action adventure comedy drama family music romance tamradavis
57214,Project X,vandalism highschool swimmingpool party teenmovie teenager dog highschoolstudent fakedocumentary sexdoll lime underwaterphotography bouncycastle flashgrenade olivercooper jonathandanielbrown thomasmann comedy crime nimanourizadeh
11202,Patton,general worldwarii normandy biography historicalfigure d-day deadsoldier tank steelhelmet destiny allies georgec.scott karlmalden stephenyoung drama history war franklinj.schaffner
9357,One Hour Photo,sexualabuse hotelroom cheating supermarket penalty nudity knife birthdayparty photography stalker photolab suspense sittingonatoilet imagination voyeurism unfaithfulhusband robinwilliams connienielsen michaelvartan horror thriller markromanek
13812,Quarantine,quarantine remake tvreporter foundfootage virus jennifercarpenter steveharris jayhernandez horror sciencefiction thriller johnerickdowdle
9030,The Eye,sistersisterrelationship blindnessandimpairedvision eyeoperation eyesight dyinganddeath eye classicalmusic sister eyespecialist remake jessicaalba alessandronivola parkerposey drama horror thriller davidmoreau
19084,Johnson Family Vacation,cedrictheentertainer vanessawilliams steveharvey comedy family christophererskin
8386,How High,carpet pimp harvarduniversity joint cannabis teenmovie university persononfire cultfilm dove dean weed+ marijuanajoint smoke drugdeal canon pothead smokering pillbottle doves babypowder graverobbing corpseincoffin pillbox pot methodman redman obbababatundé comedy jessedylan
10437,The Muppet Christmas Carol,holiday future musical past scrooge christmascarol charlesdickens christmas michaelcaine donausten meredithbraun comedy family fantasy drama brianhenson
1360,Frida,painter loveofone'slife disabled womandirector salmahayek alfredmolina míamaestro drama romance julietaymor
101267,Katy Perry: Part of Me,womandirector katyperry russellbrand shannonwoodward documentary music dancutforth
222935,The Fault in Our Stars,amsterdam basedonnovel supportgroup cancer teenager starcrossedlovers teendrama oxygentank basedonyoungadultnovel shailenewoodley anselelgort natwolff romance drama joshboone
10220,Rounders,gambling law compulsivegambling roulette gain mattdamon johnturturro gretchenmol drama crime johndahl
284296,Top Five,comedian interview reporter moviestar fiancéfiancéerelationship chrisrock rosariodawson j.b.smoove drama comedy chrisrock
31915,Prophecy,monster mutant toxic nativeamerican environmental animalhorror taliashire robertfoxworth armandassante horror sciencefiction johnfrankenheimer
11601,Stir of Echoes,secret obsession paranoia grave hauntedhouse hypnosis tools clairvoyance murder suspense disappearance psychic cemetary ghost neighborhood repressedmemory hearingvoices kevinbacon kathrynerbe illeanadouglas horror mystery thriller davidkoepp
205220,Philomena,mother washingtond.c. journalist adoption forgiveness son faith search church ireland basedontrueevents nuns judidench stevecoogan sophiekennedyclark drama stephenfrears
11354,The Upside of Anger,sex lie college funeral friendship grief neighbor marijuana anger alcoholic drunk flashback dysfunctional joanallen kevincostner erikachristensen comedy drama mikebinder
16241,The Boys from Brazil,paraguay mengele nazihunter thirdreich gregorypeck laurenceolivier jamesmason horror drama thriller sciencefiction franklinj.schaffner
14191,Aquamarine,femalefriendship mermaid teenager womandirector emmaroberts joanna'jojo'levesque sarapaxton fantasy romance family comedy elizabethallenrosenbaum
286565,Paper Towns,friendship highschool teenager classmate basedonyoungadultnovel natwolff caradelevingne justicesmith drama mystery romance jakeschreier
26710,My Baby's Daddy,birth expectantmother fatherhood babyborn womandirector eddiegriffin anthonyanderson michaelimperioli comedy cheryldunye
129670,Nebraska,montana smalltown dementia aging roadtrip fword pickuptruck lincolnnebraska nebraska sweepstakes confrontingthepast brucedern willforte bobodenkirk drama adventure alexanderpayne
9059,Tales from the Crypt: Demon Knight,prostitute key jesuschrist chosenone god goodvsevil blood demon cryptkeeper billyzane williamsadler jadapinkettsmith horror comedy thriller ernestr.dickerson
34549,Max Keeble's Big Move,alexd.linz zenagrey noradunn comedy family fantasy sciencefiction timhill
57157,Young Adult,jealousy darkcomedy writer divorce alcoholic arresteddevelopment charlizetheron pattonoswalt patrickwilson comedy drama jasonreitman
1948,Crank,poison helicopter assassin nudity hitman adrenalin fistfight swimmingpool revenge shootout motorcycle drug cellphone carchase thoughguy pharmacy defibrillation hospitalgown emergencyroom aftercreditsstinger sweatshop run epinephrine jasonstatham amysmart josepablocantillo action thriller crime briantaylor
28353,Def Jam's How to Be a Player,sex party friends player billbellamy larkvoorhies berniemac comedy romance lionelc.martin
46889,Living Out Loud,femaleprotagonist relationship divorce brooklynbridge hollyhunter dannydevito queenlatifah comedy drama romance richardlagravenese
38093,Just Wright,womandirector queenlatifah common paulapatton comedy drama romance sanaahamri
14976,Rachel Getting Married,sister independentfilm maidofhonor annehathaway rosemariedewitt sebastianstan drama jonathandemme
11027,The Postman Always Rings Twice,sex adultery confession basedonnovel obsession nudity remake murder suspense conspiracy neo-noir jacknicholson jessicalange johncolicos romance crime drama bobrafelson
3635,Girl with a Pearl Earring,painter biography painting maid scarlettjohansson colinfirth cillianmurphy drama romance peterwebber
387,Das Boot,terror submarine basedonnovel atlanticocean gibraltar worldwarii duty warcorrespondent torpedo drinking sailor convoy uboat destroyer depthcharge comrade germansubmarine navalbattle periscope suicidalmission jürgenprochnow herbertgrönemeyer klauswennemann action drama history war adventure wolfgangpetersen
6020,Sorority Boys,sorority crossdressing university tshirt sororitygirl drag yearbook roofie sororityhouse barrywatson michaelrosenbaum harlandwilliams comedy wallacewolodarsky
122906,About Time,londonengland fathersonrelationship timetravel domhnallgleeson rachelmcadams billnighy comedy drama sciencefiction richardcurtis
9550,House of Flying Daggers,martialarts swordplay government rebellion dagger takeshikaneshiro andylau zhangziyi adventure drama action romance zhangyimou
60599,Arbitrage,cover-up hedgefund richardgere susansarandon timroth drama thriller nicholasjarecki
227719,Project Almanac,timetravel timemachine teenager foundfootage jonnyweston virginiagardner sofiablack-d'elia sciencefiction thriller deanisraelite
14299,Cadillac Records,womandirector adrienbrody jeffreywright beyoncéknowles drama history music darnellmartin
19419,Screwed,normmacdonald davechappelle dannydevito action comedy scottalexander
12088,Fortress,prison cyborg marriedcouple future dystopia escape populationcontrol christopherlambert kurtwoodsmith lorynlocklin action thriller sciencefiction stuartgordon
14799,For Your Consideration,catherineo'hara harryshearer parkerposey comedy drama christopherguest
9466,Celebrity,exzentrik independentfilm reporter ex-wife spectacle kennethbranagh judydavis joemantegna drama comedy woodyallen
7510,Running with Scissors,gay sistersisterrelationship wifehusbandrelationship 1970s becominganadult adoption therapist marriagecrisis annettebening briancox josephcross drama comedy ryanmurphy
31246,From Justin to Kelly,musical kellyclarkson justinguarini brandonhenschel comedy romance robertiscove
61752,Girl 6,independentfilm neighbor masturbation phonesex actress theresarandle isaiahwashington spikelee comedy spikelee
10944,In the Cut,eroticism suspense womandirector megryan markruffalo jenniferjasonleigh mystery thriller janecampion
10362,Two Lovers,loveofone'slife neighbor joaquinphoenix gwynethpaltrow isabellarossellini drama romance jamesgray
14778,Last Orders,basedonnovel warveteran malefriendship deathofafriend friendship friends grief independentfilm lastwillandtestament memory death mothersonrelationship ashes flashback life missedopportunity michaelcaine tomcourtenay davidhemmings comedy drama fredschepisi
1255,The Host,river mobilephone bravery archer daughter sewerage pollution formaldehyde snackbar family saoirseronan dianekruger jakeabel horror drama sciencefiction andrewniccol
1255,The Host,river mobilephone bravery archer daughter sewerage pollution formaldehyde snackbar family songkang-ho parkhae-il baedoona horror drama sciencefiction bongjoon-ho
45226,The Pursuit of D.B. Cooper,robertduvall treatwilliams kathrynharrold adventure crime thriller rogerspottiswoode
10212,Ravenous,winter cliff cooking cave nudity chase fort army murder survival snow camp soldier violence cannibal madness stranger americanmexicanwar womandirector wendigo militaryoutpost vomitingblood guypearce robertcarlyle davidarquette comedy horror thriller western antoniabird
8669,Charlie Bartlett,depression suicideattempt medicine newlove drugaddiction privateschool girlfriend advice cleverness highschool toilet schoolperformance drama independentfilm teenagecrush psychiatrist schoolbus antonyelchin robertdowneyjr. hopedavis comedy drama jonpoll
179144,The Great Beauty,alcohol rome vatican basedonnovel birthday nightclub nudity artist beauty party love church art drug toniservillo carloverdone sabrinaferilli comedy drama paolosorrentino
16857,The Dangerous Lives of Altar Boys,independentfilm emilehirsch kieranculkin jodiefoster comedy drama petercare
86825,Stoker,mystery miawasikowska nicolekidman matthewgoode drama horror thriller parkchan-wook
844,2046,freelove hotel lovesickness sexuality kungfu android soulmates basedonnovel hotelroom jealousy loveofone'slife restart singapur unsociability secretlove murder author hongkong break-up illegalprostitution extramaritalaffair photographicmemory tonyleungchiu-wai zhangziyi fayewong fantasy drama sciencefiction romance wongkar-wai
8060,Married Life,sex jealousy lover(female) restaurant deceivedhusband wife deceivedwife friendship wedding witnesstomurder childhoodfriends chriscooper piercebrosnan patriciaclarkson crime drama romance irasachs
15907,Duma,adolescence lossoffather lion southafrica bullying kidsandfamily rescue bully youngboy cheetah wildanimal alexmichaeletos campbellscott marymakhatho adventure drama family carrollballard
38448,Ondine,alcohol mermaid weddingdress fishingnet selkie colinfarrell alicjabachleda-curuś dervlakirwan drama romance neiljordan
327,Brother,brotherbrotherrelationship assassination cultureclash warondrugs yakuza sake loyalty drugdealer femmefatale losangeles takeshikitano omarepps claudemaki crime drama thriller takeshikitano
9260,Welcome to Collinwood,safe remake heist innercity williamh.macy isaiahwashington samrockwell comedy anthonyrusso
61337,Critical Care,nun satire hospital halfsister jamesspader kyrasedgwick helenmirren comedy drama sidneylumet
13079,The Life Before Her Eyes,suspense umathurman evanrachelwood evaamurrimartino thriller drama mystery vadimperelman
89325,Darling Companion,aftercreditsstinger dianekeaton kevinkline samshepard drama romance lawrencekasdan
4170,Trade,usa sex brothersisterrelationship mexicocity border support insurancesalesman punter brother unitedstates–mexicobarrier sister humantrafficking rescue independentfilm criminal kevinkline cesarramos paulinagaitán drama thriller marcokreuzpaintner
41508,Fateless,budapest hungary concentrationcamp worldwarii marcellnagy béladóra bálintpéntek war drama lajoskoltai
12479,Breakfast of Champions,wifehusbandrelationship success author extramaritalaffair brucewillis albertfinney nicknolte comedy alanrudolph
44555,"A Woman, a Gun and a Noodle Shop",sunhonglei xiaoshenyang yanni comedy drama thriller zhangyimou
10133,Cypher,doublelife undercover lie wife company industry femmefatale conspiracy espionage memoryloss corporatecrime dystopicfuture hiddenidentity disorder dishonesty powerrelations mindandsoul uncovertruth mysteriouscharacter jeremynortham lucyliu nigelbennett thriller sciencefiction mystery vincenzonatali
21345,City of Life and Death,warcrimes massmurder warvictim sinojapanesewar massacre japanesearmy duringcreditsstinger imperialjapan liuye gaoyuanyuan hideonakaizumi drama history war luchuan
173931,Legend of a Rabbit,jonheder tomarnold michaelclarkeduncan animation family action adventure comedy lijunsun
61984,Space Battleship Yamato,hiroyukiikeuchi takuyakimura meisakuroki sciencefiction takashiyamazaki
50601,5 Days of War,journalist interpreter georgiaeurope warzone rupertfriend valkilmer andygarcía war drama rennyharlin
26466,Triangle,ocean florida autism key yacht ax ship ghostship murder timeloop maskedkiller blood storm throatslitting singlemother heavyrain axemurder caribbean attemptedstrangulation melissageorge liamhemsworth emmalung horror christophersmith
345003,10 Days in a Madhouse,undercover insaneasylum reporter carolinebarry christopherlambert kellylebrock drama timothyhines
236751,Heaven is for Real,basedonnovel faith basedontrueevents gregkinnear kellyreilly connorcorum drama randallwallace
107,Snatch,gypsy bareknuckleboxing slang trailerpark pig sport receivingofstolengoods cockneyaccent diamond pikey jasonstatham bradpitt vinniejones thriller crime guyritchie
